customer_id,city,state,registration_date,order_date,order_id,order_item_id,product_id,quantity,unit_price,total_price,total_amount,status,delivery_date,name,category,brand,price,stock_quantity,added_date,rating,payment_id,payment_date,payment_method,payment_status,amount_paid
CUST0001,Lake Amyshire,Maryland,11-06-2025,05-10-2024,ORD03260,OI009712,PROD0059,1,1916.53,1916.53,1916.53,Cancelled,11-03-2025,Certainly Along,Beauty,Bradford PLC,1916.53,246,16-10-2024,2,PAY03260,05-10-2024,Net Banking,Pending,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,06-12-2024,ORD02997,OI008894,PROD0058,1,1996.74,1996.74,58238.09,Shipped,17-04-2025,Parent Short,Apparel,"Carpenter, Jones and Taylor",1996.74,284,28-09-2024,3,PAY02997,06-12-2024,COD,Failed,58238.09
CUST0001,Lake Amyshire,Maryland,11-06-2025,06-12-2024,ORD02997,OI008895,PROD0030,2,6004.45,12008.9,58238.09,Shipped,17-04-2025,Onto Future,Beauty,"Castro, Leonard and Hoover",6004.45,207,08-04-2025,3,PAY02997,06-12-2024,COD,Failed,58238.09
CUST0001,Lake Amyshire,Maryland,11-06-2025,06-12-2024,ORD02997,OI008896,PROD0033,2,7533.69,15067.38,58238.09,Shipped,17-04-2025,Energy Action,Sports,Miller-Garcia,7533.69,403,07-12-2024,4,PAY02997,06-12-2024,COD,Failed,58238.09
CUST0001,Lake Amyshire,Maryland,11-06-2025,06-12-2024,ORD02997,OI008893,PROD0035,3,9721.69,29165.07,58238.09,Shipped,17-04-2025,Floor Before,Home,Waller-Murray,9721.69,400,10-01-2025,2,PAY02997,06-12-2024,COD,Failed,58238.09
CUST0001,Lake Amyshire,Maryland,11-06-2025,08-10-2024,ORD01618,OI004811,PROD0030,3,6004.45,18013.35,43992.15,Pending,14-12-2024,Onto Future,Beauty,"Castro, Leonard and Hoover",6004.45,207,08-04-2025,3,PAY01618,08-10-2024,Net Banking,Success,43992.15
CUST0001,Lake Amyshire,Maryland,11-06-2025,08-10-2024,ORD01618,OI004812,PROD0099,3,8659.6,25978.8,43992.15,Pending,14-12-2024,Look Information,Apparel,Andrews-Robinson,8659.6,419,24-03-2025,4,PAY01618,08-10-2024,Net Banking,Success,43992.15
CUST0001,Lake Amyshire,Maryland,11-06-2025,09-03-2025,ORD01977,OI005898,PROD0100,3,345.38,1036.14,1036.14,Shipped,07-06-2025,Whom Main,Beauty,Adams-Miller,345.38,387,15-09-2024,5,PAY01977,09-03-2025,Credit Card,Failed,1036.14
CUST0001,Lake Amyshire,Maryland,11-06-2025,14-07-2024,ORD02608,OI007748,PROD0088,1,5103.55,5103.55,41247.37,Delivered,26-05-2025,Hard Parent,Home,"Shah, Reyes and Sullivan",5103.55,138,14-11-2024,5,PAY02608,14-07-2024,UPI,Failed,41247.37
CUST0001,Lake Amyshire,Maryland,11-06-2025,14-07-2024,ORD02608,OI007746,PROD0106,3,2858.17,8574.51,41247.37,Delivered,26-05-2025,Garden Trial,Home,Davis-Hicks,2858.17,45,24-01-2025,5,PAY02608,14-07-2024,UPI,Failed,41247.37
CUST0001,Lake Amyshire,Maryland,11-06-2025,14-07-2024,ORD02608,OI007749,PROD0012,2,3002.46,6004.92,41247.37,Delivered,26-05-2025,When Dinner,Sports,Matthews Inc,3002.46,331,10-09-2024,4,PAY02608,14-07-2024,UPI,Failed,41247.37
CUST0001,Lake Amyshire,Maryland,11-06-2025,14-07-2024,ORD02608,OI007750,PROD0026,3,2701.14,8103.42,41247.37,Delivered,26-05-2025,Walk Skin,Sports,Stone Ltd,2701.14,309,30-06-2024,3,PAY02608,14-07-2024,UPI,Failed,41247.37
CUST0001,Lake Amyshire,Maryland,11-06-2025,14-07-2024,ORD02608,OI007747,PROD0060,3,4486.99,13460.97,41247.37,Delivered,26-05-2025,Road Maybe,Electronics,"Cruz, Gonzalez and Cole",4486.99,451,26-03-2025,4,PAY02608,14-07-2024,UPI,Failed,41247.37
CUST0001,Lake Amyshire,Maryland,11-06-2025,17-06-2025,ORD02256,OI006686,PROD0040,3,8799.35,26398.05,37590.46,Pending,19-06-2025,These Watch,Home,Ruiz Inc,8799.35,435,03-01-2025,4,PAY02256,17-06-2025,Credit Card,Failed,37590.46
CUST0001,Lake Amyshire,Maryland,11-06-2025,17-06-2025,ORD02256,OI006685,PROD0062,1,9271.03,9271.03,37590.46,Pending,19-06-2025,Than About,Electronics,"Cummings, Thomas and Sanchez",9271.03,444,21-01-2025,2,PAY02256,17-06-2025,Credit Card,Failed,37590.46
CUST0001,Lake Amyshire,Maryland,11-06-2025,17-06-2025,ORD02256,OI006684,PROD0003,2,960.69,1921.38,37590.46,Pending,19-06-2025,Within People,Sports,"Ingram, Estes and Frost",960.69,226,03-03-2025,1,PAY02256,17-06-2025,Credit Card,Failed,37590.46
CUST0001,Lake Amyshire,Maryland,11-06-2025,20-08-2024,ORD02741,OI008146,PROD0053,3,5804.5,17413.5,17413.5,Cancelled,10-04-2025,Range Civil,Sports,Collins-Jones,5804.5,134,04-12-2024,4,PAY02741,20-08-2024,COD,Success,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,21-03-2025,ORD01269,OI003751,PROD0052,2,2220.94,4441.88,43798.06,Cancelled,25-04-2025,Whole Down,Beauty,Clark-Jones,2220.94,77,14-09-2024,4,PAY01269,21-03-2025,UPI,Failed,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,21-03-2025,ORD01269,OI003753,PROD0028,3,5144.31,15432.93,43798.06,Cancelled,25-04-2025,True Enough,Apparel,"Reilly, Chandler and Greene",5144.31,56,29-03-2025,4,PAY01269,21-03-2025,UPI,Failed,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,21-03-2025,ORD01269,OI003752,PROD0071,1,663.11,663.11,43798.06,Cancelled,25-04-2025,Around Republican,Apparel,Marshall Inc,663.11,270,11-05-2025,1,PAY01269,21-03-2025,UPI,Failed,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,21-03-2025,ORD01269,OI003754,PROD0014,3,7753.38,23260.14,43798.06,Cancelled,25-04-2025,Hotel Meet,Apparel,"Li, Phillips and Hudson",7753.38,50,21-12-2024,4,PAY01269,21-03-2025,UPI,Failed,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,23-02-2025,ORD00223,OI000672,PROD0014,1,7753.38,7753.38,16633.57,Delivered,10-03-2025,Hotel Meet,Apparel,"Li, Phillips and Hudson",7753.38,50,21-12-2024,4,PAY00223,23-02-2025,UPI,Success,16633.57
CUST0001,Lake Amyshire,Maryland,11-06-2025,23-02-2025,ORD00223,OI000671,PROD0087,3,2185.23,6555.69,16633.57,Delivered,10-03-2025,Compare And,Sports,Shelton PLC,2185.23,185,30-10-2024,2,PAY00223,23-02-2025,UPI,Success,16633.57
CUST0001,Lake Amyshire,Maryland,11-06-2025,23-02-2025,ORD00223,OI000673,PROD0048,1,2324.5,2324.5,16633.57,Delivered,10-03-2025,Style Across,Apparel,"Love, Bailey and Fitzpatrick",2324.5,183,14-02-2025,1,PAY00223,23-02-2025,UPI,Success,16633.57
CUST0001,Lake Amyshire,Maryland,11-06-2025,25-04-2025,ORD02733,OI008123,PROD0060,1,4486.99,4486.99,8780.42,Pending,23-06-2025,Road Maybe,Electronics,"Cruz, Gonzalez and Cole",4486.99,451,26-03-2025,4,PAY02733,25-04-2025,Net Banking,Success,8780.42
CUST0001,Lake Amyshire,Maryland,11-06-2025,25-04-2025,ORD02733,OI008124,PROD0055,1,4293.43,4293.43,8780.42,Pending,23-06-2025,Politics Sense,Home,Henson Group,4293.43,249,13-08-2024,5,PAY02733,25-04-2025,Net Banking,Success,8780.42
CUST0001,Lake Amyshire,Maryland,11-06-2025,27-01-2025,ORD00336,OI001022,PROD0050,1,2366.52,2366.52,2366.52,Delivered,16-05-2025,Article Newspaper,Electronics,Hobbs PLC,2366.52,473,22-12-2024,1,PAY00336,27-01-2025,Net Banking,Pending,2366.52
CUST0001,Lake Amyshire,Maryland,11-06-2025,27-10-2024,ORD00824,OI002412,PROD0026,2,2701.14,5402.28,13435.8,Shipped,29-10-2024,Walk Skin,Sports,Stone Ltd,2701.14,309,30-06-2024,3,PAY00824,27-10-2024,Net Banking,Success,13435.8
CUST0001,Lake Amyshire,Maryland,11-06-2025,27-10-2024,ORD00824,OI002413,PROD0024,2,4016.76,8033.52,13435.8,Shipped,29-10-2024,Station Local,Beauty,Thompson Ltd,4016.76,478,18-04-2025,4,PAY00824,27-10-2024,Net Banking,Success,13435.8
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-02-2025,ORD01156,OI003408,PROD0018,2,6386.29,12772.58,26801.72,Cancelled,08-06-2025,Notice Stop,Sports,Walker-Lawson,6386.29,283,20-06-2025,4,PAY01156,28-02-2025,UPI,Success,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-02-2025,ORD01156,OI003407,PROD0019,3,4676.38,14029.14,26801.72,Cancelled,08-06-2025,Life Nice,Apparel,Smith Inc,4676.38,148,24-07-2024,5,PAY01156,28-02-2025,UPI,Success,0
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-03-2025,ORD01363,OI004023,PROD0087,3,2185.23,6555.69,24341.67,Delivered,05-04-2025,Compare And,Sports,Shelton PLC,2185.23,185,30-10-2024,2,PAY01363,28-03-2025,UPI,Success,24341.67
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-03-2025,ORD01363,OI004021,PROD0050,1,2366.52,2366.52,24341.67,Delivered,05-04-2025,Article Newspaper,Electronics,Hobbs PLC,2366.52,473,22-12-2024,1,PAY01363,28-03-2025,UPI,Success,24341.67
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-03-2025,ORD01363,OI004024,PROD0028,2,5144.31,10288.62,24341.67,Delivered,05-04-2025,True Enough,Apparel,"Reilly, Chandler and Greene",5144.31,56,29-03-2025,4,PAY01363,28-03-2025,UPI,Success,24341.67
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-03-2025,ORD01363,OI004022,PROD0016,3,1710.28,5130.84,24341.67,Delivered,05-04-2025,Seem Similar,Home,Le-Bailey,1710.28,191,03-11-2024,2,PAY01363,28-03-2025,UPI,Success,24341.67
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-04-2025,ORD01166,OI003437,PROD0053,1,5804.5,5804.5,15572.29,Shipped,11-06-2025,Range Civil,Sports,Collins-Jones,5804.5,134,04-12-2024,4,PAY01166,28-04-2025,Credit Card,Success,15572.29
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-04-2025,ORD01166,OI003439,PROD0109,2,1867.82,3735.64,15572.29,Shipped,11-06-2025,News American,Home,"Williams, Joyce and Wyatt",1867.82,145,22-01-2025,1,PAY01166,28-04-2025,Credit Card,Success,15572.29
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-04-2025,ORD01166,OI003436,PROD0087,2,2185.23,4370.46,15572.29,Shipped,11-06-2025,Compare And,Sports,Shelton PLC,2185.23,185,30-10-2024,2,PAY01166,28-04-2025,Credit Card,Success,15572.29
CUST0001,Lake Amyshire,Maryland,11-06-2025,28-04-2025,ORD01166,OI003438,PROD0082,1,1661.69,1661.69,15572.29,Shipped,11-06-2025,Small Husband,Home,King-Barton,1661.69,436,01-09-2024,3,PAY01166,28-04-2025,Credit Card,Success,15572.29
CUST0002,Ericborough,Nebraska,29-06-2023,03-07-2024,ORD00762,OI002235,PROD0087,2,2185.23,4370.46,24440.29,Shipped,19-05-2025,Compare And,Sports,Shelton PLC,2185.23,185,30-10-2024,2,PAY00762,03-07-2024,Net Banking,Pending,24440.29
CUST0002,Ericborough,Nebraska,29-06-2023,03-07-2024,ORD00762,OI002233,PROD0022,1,2750.63,2750.63,24440.29,Shipped,19-05-2025,Prove Born,Beauty,"Rhodes, Perez and Brooks",2750.63,118,05-02-2025,5,PAY00762,03-07-2024,Net Banking,Pending,24440.29
CUST0002,Ericborough,Nebraska,29-06-2023,03-07-2024,ORD00762,OI002234,PROD0099,2,8659.6,17319.2,24440.29,Shipped,19-05-2025,Look Information,Apparel,Andrews-Robinson,8659.6,419,24-03-2025,4,PAY00762,03-07-2024,Net Banking,Pending,24440.29
CUST0002,Ericborough,Nebraska,29-06-2023,04-04-2025,ORD01937,OI005775,PROD0102,1,2741.38,2741.38,33025.49,Pending,06-04-2025,Laugh Take,Apparel,Jackson and Sons,2741.38,413,13-04-2025,4,PAY01937,04-04-2025,Net Banking,Pending,33025.49
CUST0002,Ericborough,Nebraska,29-06-2023,04-04-2025,ORD01937,OI005773,PROD0046,1,7158.19,7158.19,33025.49,Pending,06-04-2025,Rather Four,Apparel,"Banks, Brown and Cardenas",7158.19,214,27-11-2024,5,PAY01937,04-04-2025,Net Banking,Pending,33025.49
CUST0002,Ericborough,Nebraska,29-06-2023,04-04-2025,ORD01937,OI005776,PROD0016,3,1710.28,5130.84,33025.49,Pending,06-04-2025,Seem Similar,Home,Le-Bailey,1710.28,191,03-11-2024,2,PAY01937,04-04-2025,Net Banking,Pending,33025.49
CUST0002,Ericborough,Nebraska,29-06-2023,04-04-2025,ORD01937,OI005774,PROD0100,3,345.38,1036.14,33025.49,Pending,06-04-2025,Whom Main,Beauty,Adams-Miller,345.38,387,15-09-2024,5,PAY01937,04-04-2025,Net Banking,Pending,33025.49
CUST0002,Ericborough,Nebraska,29-06-2023,04-04-2025,ORD01937,OI005777,PROD0092,3,5652.98,16958.94,33025.49,Pending,06-04-2025,Toward For,Beauty,"King, Jackson and Torres",5652.98,67,29-07-2024,1,PAY01937,04-04-2025,Net Banking,Pending,33025.49
CUST0002,Ericborough,Nebraska,29-06-2023,07-01-2025,ORD01068,OI003144,PROD0070,3,4820.21,14460.63,37662.13,Shipped,26-01-2025,This Theory,Sports,English PLC,4820.21,480,19-09-2024,4,PAY01068,07-01-2025,UPI,Pending,37662.13
CUST0002,Ericborough,Nebraska,29-06-2023,07-01-2025,ORD01068,OI003145,PROD0063,1,4907.85,4907.85,37662.13,Shipped,26-01-2025,Which Police,Beauty,"White, Fernandez and Hernandez",4907.85,119,16-02-2025,5,PAY01068,07-01-2025,UPI,Pending,37662.13
CUST0002,Ericborough,Nebraska,29-06-2023,07-01-2025,ORD01068,OI003141,PROD0016,1,1710.28,1710.28,37662.13,Shipped,26-01-2025,Seem Similar,Home,Le-Bailey,1710.28,191,03-11-2024,2,PAY01068,07-01-2025,UPI,Pending,37662.13
CUST0002,Ericborough,Nebraska,29-06-2023,07-01-2025,ORD01068,OI003142,PROD0079,2,4637.03,9274.06,37662.13,Shipped,26-01-2025,Book Matter,Electronics,Keith Group,4637.03,298,23-12-2024,5,PAY01068,07-01-2025,UPI,Pending,37662.13
CUST0002,Ericborough,Nebraska,29-06-2023,07-01-2025,ORD01068,OI003143,PROD0057,1,7309.31,7309.31,37662.13,Shipped,26-01-2025,Around Price,Beauty,Cannon-Benson,7309.31,419,15-09-2024,4,PAY01068,07-01-2025,UPI,Pending,37662.13
CUST0002,Ericborough,Nebraska,29-06-2023,09-02-2025,ORD02487,OI007373,PROD0069,2,703.48,1406.96,14939.58,Pending,26-05-2025,Money But,Sports,Carter-Howard,703.48,170,02-03-2025,1,PAY02487,09-02-2025,Net Banking,Success,14939.58
CUST0002,Ericborough,Nebraska,29-06-2023,09-02-2025,ORD02487,OI007374,PROD0056,2,6766.31,13532.62,14939.58,Pending,26-05-2025,White Determine,Electronics,Brown-Kelly,6766.31,340,26-06-2024,1,PAY02487,09-02-2025,Net Banking,Success,14939.58
CUST0002,Ericborough,Nebraska,29-06-2023,10-08-2024,ORD01961,OI005851,PROD0081,1,8820.56,8820.56,10174.43,Pending,14-12-2024,System Hear,Home,Olson-Aguilar,8820.56,460,10-07-2024,2,PAY01961,10-08-2024,Credit Card,Success,10174.43
CUST0002,Ericborough,Nebraska,29-06-2023,10-08-2024,ORD01961,OI005849,PROD0071,1,663.11,663.11,10174.43,Pending,14-12-2024,Around Republican,Apparel,Marshall Inc,663.11,270,11-05-2025,1,PAY01961,10-08-2024,Credit Card,Success,10174.43
CUST0002,Ericborough,Nebraska,29-06-2023,10-08-2024,ORD01961,OI005850,PROD0100,2,345.38,690.76,10174.43,Pending,14-12-2024,Whom Main,Beauty,Adams-Miller,345.38,387,15-09-2024,5,PAY01961,10-08-2024,Credit Card,Success,10174.43
CUST0002,Ericborough,Nebraska,29-06-2023,10-12-2024,ORD02526,OI007497,PROD0108,1,3378.38,3378.38,14559.83,Delivered,18-06-2025,Source Term,Sports,"Stephens, Dominguez and King",3378.38,24,28-09-2024,2,PAY02526,10-12-2024,Net Banking,Pending,14559.83
CUST0002,Ericborough,Nebraska,29-06-2023,10-12-2024,ORD02526,OI007495,PROD0042,1,947.97,947.97,14559.83,Delivered,18-06-2025,Should Five,Electronics,"Barker, Adams and Olson",947.97,258,19-03-2025,4,PAY02526,10-12-2024,Net Banking,Pending,14559.83
CUST0002,Ericborough,Nebraska,29-06-2023,10-12-2024,ORD02526,OI007496,PROD0024,1,4016.76,4016.76,14559.83,Delivered,18-06-2025,Station Local,Beauty,Thompson Ltd,4016.76,478,18-04-2025,4,PAY02526,10-12-2024,Net Banking,Pending,14559.83
CUST0002,Ericborough,Nebraska,29-06-2023,10-12-2024,ORD02526,OI007498,PROD0120,2,3108.36,6216.72,14559.83,Delivered,18-06-2025,Knowledge Base,Electronics,Thomas-Braun,3108.36,117,21-05-2025,3,PAY02526,10-12-2024,Net Banking,Pending,14559.83
CUST0002,Ericborough,Nebraska,29-06-2023,11-01-2025,ORD00790,OI002316,PROD0003,1,960.69,960.69,6133.81,Delivered,30-03-2025,Within People,Sports,"Ingram, Estes and Frost",960.69,226,03-03-2025,1,PAY00790,11-01-2025,COD,Failed,6133.81
CUST0002,Ericborough,Nebraska,29-06-2023,11-01-2025,ORD00790,OI002317,PROD0100,3,345.38,1036.14,6133.81,Delivered,30-03-2025,Whom Main,Beauty,Adams-Miller,345.38,387,15-09-2024,5,PAY00790,11-01-2025,COD,Failed,6133.81
CUST0002,Ericborough,Nebraska,29-06-2023,11-01-2025,ORD00790,OI002318,PROD0005,2,2068.49,4136.98,6133.81,Delivered,30-03-2025,South Establish,Sports,Ramos LLC,2068.49,342,29-12-2024,4,PAY00790,11-01-2025,COD,Failed,6133.81
CUST0002,Ericborough,Nebraska,29-06-2023,11-03-2025,ORD00979,OI002869,PROD0051,1,801.49,801.49,6995.09,Delivered,25-04-2025,Director Argue,Home,"Mcintyre, Gordon and Powell",801.49,131,16-05-2025,2,PAY00979,11-03-2025,Net Banking,Pending,6995.09
CUST0002,Ericborough,Nebraska,29-06-2023,11-03-2025,ORD00979,OI002870,PROD0119,1,6193.6,6193.6,6995.09,Delivered,25-04-2025,Agreement Report,Apparel,"Jones, Riggs and Jones",6193.6,164,27-03-2025,3,PAY00979,11-03-2025,Net Banking,Pending,6995.09
CUST0002,Ericborough,Nebraska,29-06-2023,12-12-2024,ORD01816,OI005399,PROD0115,1,6269.24,6269.24,50034.62,Cancelled,16-02-2025,Need Agreement,Home,Chen-Reed,6269.24,349,06-10-2024,4,PAY01816,12-12-2024,UPI,Pending,0
CUST0002,Ericborough,Nebraska,29-06-2023,12-12-2024,ORD01816,OI005398,PROD0116,3,5120.51,15361.53,50034.62,Cancelled,16-02-2025,War Last,Home,Lopez-May,5120.51,351,20-09-2024,3,PAY01816,12-12-2024,UPI,Pending,0
CUST0002,Ericborough,Nebraska,29-06-2023,12-12-2024,ORD01523,OI004512,PROD0006,1,2282.36,2282.36,2282.36,Delivered,04-01-2025,Phone Reach,Beauty,Roberts Inc,2282.36,311,20-01-2025,2,PAY01523,12-12-2024,COD,Failed,2282.36
CUST0002,Ericborough,Nebraska,29-06-2023,12-12-2024,ORD01816,OI005400,PROD0036,1,8718.13,8718.13,50034.62,Cancelled,16-02-2025,Task Teach,Electronics,"Lee, Roberts and Young",8718.13,162,11-09-2024,4,PAY01816,12-12-2024,UPI,Pending,0
CUST0002,Ericborough,Nebraska,29-06-2023,12-12-2024,ORD01816,OI005402,PROD0050,1,2366.52,2366.52,50034.62,Cancelled,16-02-2025,Article Newspaper,Electronics,Hobbs PLC,2366.52,473,22-12-2024,1,PAY01816,12-12-2024,UPI,Pending,0
CUST0002,Ericborough,Nebraska,29-06-2023,12-12-2024,ORD01816,OI005401,PROD0099,2,8659.6,17319.2,50034.62,Cancelled,16-02-2025,Look Information,Apparel,Andrews-Robinson,8659.6,419,24-03-2025,4,PAY01816,12-12-2024,UPI,Pending,0
CUST0002,Ericborough,Nebraska,29-06-2023,13-11-2024,ORD02797,OI008319,PROD0036,3,8718.13,26154.39,56987.95,Shipped,27-12-2024,Task Teach,Electronics,"Lee, Roberts and Young",8718.13,162,11-09-2024,4,PAY02797,13-11-2024,COD,Success,56987.95
